City ID,City,Country,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Dingle,PH,10.9995,122.6711,78.08,90,100,7.2,overcast clouds
346,Udachnyy,RU,66.4167,112.4,67.26,42,0,4.59,clear sky
347,Eyl,SO,7.9803,49.8164,76.15,70,85,22.01,overcast clouds
348,Quthing,LS,-30.4,27.7003,44.51,29,4,1.14,clear sky
349,Quatre Cocos,MU,-20.2078,57.7625,69.91,64,75,17.6,broken clouds
350,Jalu,LY,29.0331,21.5482,87.44,31,12,9.06,few clouds
351,Sao Joao Da Barra,BR,-21.6403,-41.0511,62.47,61,30,16.06,scattered clouds
352,Sitka,US,57.0531,-135.33,66.09,68,75,3.44,broken clouds
353,Iskateley,RU,67.6803,53.1512,41.4,90,9,0.56,clear sky
354,Tommot,RU,58.9564,126.2925,51.44,77,16,7.14,few clouds
355,Sibi,PK,29.5448,67.8764,99.68,38,4,6.04,clear sky
356,Bom Jesus Do Itabapoana,BR,-21.1339,-41.6797,60.58,58,40,10.11,scattered clouds
357,Kondagaon,IN,19.6,81.6667,71.31,91,100,9.46,overcast clouds
358,Poshekhonye,RU,58.4993,39.1353,60.73,97,69,4.36,broken clouds
359,Kahului,US,20.8947,-156.47,87.82,61,40,23.02,scattered clouds
360,Hamilton,US,39.1834,-84.5333,84.76,52,1,1.01,haze
361,Bathsheba,BB,13.2167,-59.5167,83.01,78,40,16.11,scattered clouds
362,Miyang,CN,24.4042,103.4428,65.91,97,99,1.19,overcast clouds
363,Gat,IL,31.61,34.7642,79.48,75,0,1.23,clear sky
364,Bon Air,US,37.5249,-77.5578,92.08,65,56,1.99,broken clouds
365,Alappuzha,IN,9.49,76.3264,79.36,80,10,12.21,clear sky
366,Krasnoselkup,RU,65.7,82.4667,53.28,65,72,5.97,broken clouds
367,Bilibino,RU,68.0546,166.4372,37.78,61,100,5.23,overcast clouds
368,Poum,NC,-20.2333,164.0167,70.54,57,0,24.34,clear sky
369,Soroti,UG,1.7146,33.6111,68.07,62,100,4.72,overcast clouds
370,Thohoyandou,ZA,-22.9456,30.485,52.61,78,5,3.62,clear sky
371,Ponezhukay,RU,44.8876,39.3855,73.85,60,0,5.61,clear sky
372,Yarada,IN,17.65,83.2667,82.72,78,90,5.75,light rain
373,Meadow Lake,US,34.8014,-106.5436,89.2,28,80,6.98,broken clouds
374,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,25,0,16.11,clear sky
375,Ribeira Grande,PT,38.5167,-28.7,71.56,85,9,8.84,clear sky
376,Kiranur,IN,10.5699,78.7868,80.31,59,6,7.81,clear sky
377,Wilmington,US,34.2257,-77.9447,91.31,75,1,12.66,clear sky
378,Bereda,ES,43.2686,-7.5406,58.41,94,100,2.98,overcast clouds
379,Chandler,US,33.3062,-111.8412,104.94,26,20,3.0,few clouds
380,Thinadhoo,MV,0.5333,72.9333,81.59,74,87,2.82,overcast clouds
381,Taoudenni,ML,22.6783,-3.9836,95.61,31,17,13.33,few clouds
382,Dongzhen,CN,22.3797,110.9389,78.85,98,100,3.04,overcast clouds
383,Labuhan,ID,-6.8844,112.2051,76.01,84,5,5.79,clear sky
384,Nizwa,OM,22.9333,57.5333,89.29,47,97,3.89,overcast clouds
385,Aleksandro-Nevskiy,RU,53.4751,40.2095,64.27,87,1,7.31,clear sky
386,Slave Lake,CA,55.2834,-114.769,76.98,57,1,5.75,clear sky
387,Springbok,ZA,-29.6643,17.8865,54.28,21,0,7.23,clear sky
388,Mercedes,AR,-34.6515,-59.4307,54.84,57,0,8.75,clear sky
389,Erzin,TR,36.9559,36.2,81.32,72,0,1.23,clear sky
390,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,78.91,27,17,6.33,few clouds
391,Coahuayana,MX,18.7333,-103.6833,89.08,73,100,4.5,overcast clouds
392,Daru,PG,-9.0763,143.2092,77.56,89,100,13.78,heavy intensity rain
393,Ulladulla,AU,-35.35,150.4667,57.87,40,96,5.75,overcast clouds
394,Sola,VU,-13.8833,167.55,78.44,77,81,17.45,broken clouds
395,Muncar,ID,-8.4333,114.3333,74.93,86,87,4.61,overcast clouds
396,Ballina,AU,-28.8667,153.5667,53.56,94,1,0.0,clear sky
397,Mitsamiouli,KM,-11.3847,43.2844,76.33,68,0,7.74,clear sky
398,Tabou,CI,4.423,-7.3528,76.84,85,57,8.57,light rain
399,Le Port,RE,-20.9373,55.2919,69.8,77,17,6.24,light rain
400,Saint-Leu,RE,-21.15,55.2833,68.86,74,8,9.44,clear sky
401,Okha,RU,53.5739,142.9478,52.97,78,100,11.79,overcast clouds
402,Muana,BR,-1.5283,-49.2167,75.42,96,41,5.5,scattered clouds
403,Ponta Do Sol,PT,32.6667,-17.1,74.01,78,12,5.64,few clouds
404,Benghazi,LY,32.1167,20.0667,82.04,74,0,11.61,clear sky
405,Garowe,SO,8.4054,48.4845,74.98,59,100,20.4,overcast clouds
406,Karoi,ZW,-16.8099,29.6925,52.57,67,11,6.8,few clouds
407,Tanout,NE,14.9709,8.8879,86.04,53,29,12.35,scattered clouds
408,Igarka,RU,67.4667,86.5833,56.55,86,100,3.76,overcast clouds
409,Yermakovskoye,RU,53.2831,92.4003,56.23,96,100,6.44,light rain
410,Clyde River,CA,70.4692,-68.5914,50.23,76,20,19.57,few clouds
411,Alvorada,BR,-12.48,-49.1247,81.91,25,4,1.95,clear sky
412,Kutum,SD,14.2,24.6667,74.59,68,92,12.03,overcast clouds
413,Eureka,US,40.8021,-124.1637,73.13,73,69,8.99,broken clouds
414,Boysun,UZ,38.2061,67.1986,74.12,34,0,4.5,clear sky
415,Lazaro Cardenas,MX,17.9583,-102.2,85.55,69,74,7.58,broken clouds
416,San Quintin,MX,30.4833,-115.95,74.62,69,8,17.34,clear sky
417,Port-Gentil,GA,-0.7193,8.7815,76.96,83,20,10.36,few clouds
418,Port Hedland,AU,-20.3167,118.5667,64.45,88,3,9.22,clear sky
419,Cartagena,CO,10.3997,-75.5144,85.62,74,40,9.22,scattered clouds
420,Bolobo,CD,-2.1667,16.2333,77.05,41,30,3.51,scattered clouds
421,Menongue,AO,-14.6585,17.691,52.41,38,77,4.76,broken clouds
422,Vostok,RU,46.4856,135.8833,69.03,95,100,3.47,overcast clouds
423,Gejiu,CN,23.306,103.1635,58.82,97,100,1.54,overcast clouds
424,Mbaiki,CF,3.8678,17.9892,71.85,85,100,2.21,overcast clouds
425,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,94,0,19.57,clear sky
426,Iqaluit,CA,63.7506,-68.5145,54.7,58,90,4.0,light rain
427,Evanston,US,42.0411,-87.6901,74.71,66,90,1.99,overcast clouds
428,Nemuro,JP,43.3236,145.575,68.16,96,92,4.76,overcast clouds
429,Nyurba,RU,63.2842,118.3319,60.58,53,8,2.44,clear sky
430,Izumo,JP,35.3667,132.7667,76.95,83,75,8.05,broken clouds
431,Det Udom,TH,14.906,105.0784,78.62,93,99,7.87,light rain
432,Cabedelo,BR,-6.9811,-34.8339,74.07,82,89,12.35,overcast clouds
433,Ingham,US,42.6,-84.3833,75.02,58,1,6.91,clear sky
434,Mahajanga,MG,-15.7167,46.3167,71.62,60,20,6.91,few clouds
435,Rio Claro,BR,-22.4114,-47.5614,55.22,53,95,8.7,overcast clouds
436,Mackenzie,CA,55.2999,-123.1698,82.62,32,1,9.22,clear sky
437,Darlowo,PL,54.421,16.4107,65.95,75,9,10.07,clear sky
438,Zhangye,CN,38.9342,100.4517,75.04,32,0,6.55,clear sky
439,Russkaya Polyana,UA,49.417,31.9201,73.15,56,94,2.35,overcast clouds
440,Ust-Tsilma,RU,65.441,52.1498,46.49,82,68,3.33,broken clouds
441,Caravelas,BR,-17.7125,-39.2481,67.55,77,100,11.27,overcast clouds
442,Lompoc,US,34.6391,-120.4579,92.12,74,75,16.11,mist
443,Ambilobe,MG,-13.2,49.05,66.6,73,12,4.45,few clouds
444,Middle Island,US,40.8843,-72.9373,82.51,53,75,4.0,broken clouds
445,Magole,TZ,-6.3667,37.3667,65.68,69,26,3.69,scattered clouds
446,Kondinskoye,RU,59.6481,67.41,54.82,99,100,5.55,overcast clouds
447,Raga,SS,8.4596,25.678,69.13,96,100,1.79,overcast clouds
448,Ewa Beach,US,21.3156,-158.0072,89.55,51,20,13.8,few clouds
449,Vardo,NO,70.3705,31.1107,46.6,86,84,11.16,broken clouds
450,Bosconia,CO,9.9689,-73.8836,93.79,43,61,3.69,broken clouds
451,Fernie,CA,49.5,-115.0687,94.17,15,2,5.01,clear sky
452,Antofagasta,CL,-23.65,-70.4,56.48,86,42,7.43,scattered clouds
453,Saurimo,AO,-9.6608,20.3916,64.67,31,0,6.55,clear sky
454,Garissa,KE,-0.4536,39.6401,71.65,71,98,17.43,overcast clouds
455,Maneadero,MX,31.7167,-116.5667,82.18,75,36,3.0,scattered clouds
456,Buchanan,LR,5.8808,-10.0467,78.76,86,34,8.57,light rain
457,Pangkalanbuun,ID,-2.6833,111.6167,72.64,98,64,1.79,broken clouds
458,Sovetskiy,RU,61.3614,63.5842,51.4,91,20,4.16,few clouds
459,Bom Jardim,BR,-7.7958,-35.5872,75.54,86,85,7.25,overcast clouds
460,Gravdal,NO,68.1214,13.5031,48.87,82,98,23.38,overcast clouds
461,Pochutla,MX,15.7432,-96.4661,90.82,59,86,6.96,overcast clouds
462,Manoel Urbano,BR,-8.8389,-69.2597,77.56,42,40,0.96,scattered clouds
463,Manger,NO,60.6414,5.0414,54.75,1,3,16.55,clear sky
464,Puerto Varas,CL,-41.3195,-72.9854,44.82,93,90,2.3,overcast clouds
465,Araouane,ML,18.9048,-3.5265,101.3,22,23,6.38,few clouds
466,Xining,CN,36.6167,101.7667,55.74,58,0,3.11,clear sky
467,Porbandar,IN,21.6422,69.6093,81.55,85,100,21.14,overcast clouds
468,Haicheng,CN,40.8516,122.7475,74.88,89,98,6.22,overcast clouds
469,Nhulunbuy,AU,-12.2333,136.7667,75.81,94,45,4.61,scattered clouds
470,West Wendover,US,40.7391,-114.0733,87.01,35,1,9.22,clear sky
471,Jiangyou,CN,31.7667,104.7167,74.01,80,94,5.1,overcast clouds
472,Launceston,AU,-41.45,147.1667,53.24,81,90,11.99,overcast clouds
473,Buin,CL,-33.7333,-70.75,70.12,38,1,1.9,clear sky
474,Vao,NC,-22.6667,167.4833,67.6,56,1,25.01,clear sky
475,Guiyang,CN,26.5833,106.7167,70.29,88,20,2.24,few clouds
476,Porto Torres,IT,40.835,8.3972,77.18,74,0,2.82,clear sky
477,Korla,CN,41.7597,86.1469,86.68,26,91,13.44,overcast clouds
478,Maine-Soroa,NE,13.2114,12.0241,81.7,63,14,11.16,few clouds
479,Tilichiki,RU,60.4667,166.1,52.32,49,3,17.87,clear sky
480,Rawson,AR,-43.3002,-65.1023,52.57,39,100,18.43,overcast clouds
481,Birao,CF,10.2849,22.7882,71.74,82,89,1.25,overcast clouds
482,Nova Olimpia,BR,-14.7972,-57.2881,69.6,26,0,1.54,clear sky
483,Yokadouma,CM,3.5167,15.05,70.66,94,90,2.39,overcast clouds
484,Katobu,ID,-4.9408,122.5276,73.22,90,81,2.26,broken clouds
485,Tres Arroyos,AR,-38.3739,-60.2798,51.69,48,0,15.86,clear sky
486,Faya,SA,18.3851,42.4509,69.91,53,92,4.0,overcast clouds
487,Rocha,UY,-34.4833,-54.3333,45.0,80,0,6.4,clear sky
488,Ossora,RU,59.2353,163.0719,55.98,55,23,8.23,few clouds
489,Opuwo,NA,-18.0607,13.84,61.45,26,0,9.6,clear sky
490,Binga,ZW,-17.6203,27.3414,61.72,38,16,4.05,few clouds
491,Kuching,MY,1.55,110.3333,75.42,94,20,2.3,few clouds
492,Vila Velha,BR,-20.3297,-40.2925,67.95,60,75,10.36,broken clouds
493,Juneau,US,58.3019,-134.4197,74.84,67,75,8.05,broken clouds
494,Inuvik,CA,68.3499,-133.7218,76.06,41,75,8.05,broken clouds
495,Papetoai,PF,-17.4961,-149.8729,81.99,70,34,18.59,scattered clouds
496,Touros,BR,-5.1989,-35.4608,77.9,79,51,16.55,broken clouds
497,Tual,ID,-5.6667,132.75,80.8,81,95,15.88,overcast clouds
498,Lerwick,GB,60.1545,-1.1494,51.8,77,92,12.39,overcast clouds
499,Lensk,RU,60.7253,114.9278,59.7,52,7,3.67,clear sky
500,Sinazongwe,ZM,-17.2614,27.4618,63.84,51,23,2.71,few clouds
501,Stavern,NO,59.0,10.0333,66.72,95,43,18.45,scattered clouds
502,Recsk,HU,47.9333,20.1167,72.97,44,1,2.35,clear sky
503,Moose Factory,CA,51.2585,-80.6094,59.0,63,1,11.5,clear sky
504,Camacha,PT,33.0833,-16.3333,70.54,73,75,12.66,broken clouds
505,Presidente Dutra,BR,-5.29,-44.49,80.19,64,55,4.21,broken clouds
506,Plettenberg Bay,ZA,-34.0527,23.3716,56.34,66,0,2.68,clear sky
507,Pirgos,GR,35.1167,25.7178,87.94,44,0,9.8,clear sky
508,Xixiang,CN,35.1628,112.865,79.05,81,0,2.77,clear sky
509,Vikarabad,IN,17.3333,77.9,74.79,90,100,13.18,light rain
510,Kailua,US,21.4022,-157.7394,89.58,63,75,10.36,broken clouds
511,Zhoucheng,CN,35.9122,116.3117,73.98,95,0,5.32,clear sky
512,Anisoc,GQ,1.8658,10.7689,68.41,99,71,2.8,light rain
513,Yibin,CN,28.7667,104.6238,79.61,80,100,1.32,light rain
514,Belyy Yar,RU,53.6039,91.3903,60.69,88,40,2.24,light rain
515,Yichang,CN,30.7144,111.2847,76.96,85,0,4.32,clear sky
516,Taupo,NZ,-38.6833,176.0833,54.25,79,61,2.73,broken clouds
517,Grenada,ES,37.1882,-3.6067,81.1,30,0,9.22,clear sky
518,Svetlogorsk,BY,52.6333,29.7333,67.39,63,88,4.81,overcast clouds
519,Yeniseysk,RU,58.4497,92.1703,51.73,84,18,3.31,few clouds
520,Carutapera,BR,-1.195,-46.02,75.49,94,14,5.3,few clouds
521,Minas,UY,-34.3759,-55.2377,50.52,82,0,7.4,clear sky
522,Acapulco,MX,16.8634,-99.8901,85.82,66,75,3.44,broken clouds
523,Pantai Remis,MY,4.4557,100.6288,77.36,85,100,5.44,overcast clouds
524,Cheremshan,RU,54.6667,51.5,67.32,71,100,6.71,overcast clouds
525,Harindanga,IN,22.0383,88.3214,82.38,84,100,12.93,overcast clouds
526,Emirdag,TR,39.0197,31.15,70.9,40,0,4.81,clear sky
527,Lanzhou,CN,36.0564,103.7922,65.48,31,0,5.19,clear sky
528,Hobyo,SO,5.3505,48.5268,76.39,80,100,24.23,overcast clouds
529,Omegna,IT,45.8798,8.408,75.0,88,100,5.59,overcast clouds
530,Shelburne,CA,44.0787,-80.2041,64.56,42,0,13.09,clear sky
531,Humaita,BR,-7.5061,-63.0208,81.14,36,4,2.55,clear sky
532,Sakaiminato,JP,35.55,133.2333,76.98,94,75,4.61,broken clouds
533,Bafoulabe,ML,13.8065,-10.8321,76.71,92,100,3.49,overcast clouds
534,Tazovskiy,RU,67.4667,78.7,47.12,83,8,8.68,clear sky
535,Grimshaw,CA,56.1834,-117.6027,84.02,21,20,3.44,few clouds
536,Yar-Sale,RU,66.8333,70.8333,47.28,95,100,16.04,overcast clouds
537,Tlaxco,MX,19.6167,-98.1167,57.09,75,90,9.13,overcast clouds
538,Bukavu,CD,-2.5083,28.8608,62.24,66,59,0.85,broken clouds
539,Rio Gallegos,AR,-51.6226,-69.2181,37.45,65,0,14.97,clear sky
540,Bubaque,GW,11.2833,-15.8333,78.69,86,99,18.88,moderate rain
541,Vestmannaeyjar,IS,63.4427,-20.2734,55.31,91,55,9.22,broken clouds
542,Ozernovskiy,RU,51.5,156.5167,56.53,98,100,10.13,overcast clouds
543,Ust-Maya,RU,60.4167,134.5333,58.05,60,67,2.3,broken clouds
544,Ginir,ET,7.1333,40.7,57.94,79,99,10.71,overcast clouds
545,Coracao De Maria,BR,-12.2333,-38.75,69.08,93,55,7.11,broken clouds
546,Saldanha,ZA,-33.0117,17.9442,51.85,84,3,7.07,clear sky
547,Venafro,IT,41.4834,14.0451,79.34,56,0,2.93,clear sky
548,Bansi,IN,27.1833,82.9333,78.87,93,100,13.56,overcast clouds
549,Galesong,ID,-5.3166,119.3661,71.62,78,75,9.26,broken clouds
550,Goure,NE,13.9835,10.2704,84.02,64,11,13.49,few clouds
551,Amvrosiyivka,UA,47.7935,38.4777,67.44,83,85,3.65,overcast clouds
552,Carballo,ES,43.213,-8.691,61.86,85,92,5.88,overcast clouds
553,Purranque,CL,-40.9167,-73.1667,47.53,97,48,2.75,scattered clouds
554,San Francisco Del Mar,MX,16.2333,-94.65,89.19,64,84,21.36,broken clouds
555,Nogliki,RU,51.8333,143.1667,53.8,92,100,11.9,overcast clouds
556,Guerrero Negro,MX,27.9769,-114.0611,82.09,54,16,13.15,few clouds
557,Mareeba,AU,-17.0,145.4333,67.44,87,90,3.74,overcast clouds
558,Bolshaya Glushitsa,RU,50.2406,43.5908,68.92,80,15,6.46,few clouds
559,Neryungri,RU,56.6709,124.6491,49.26,88,80,4.83,broken clouds
560,Imeni Poliny Osipenko,RU,52.4201,136.4853,52.84,85,100,11.81,overcast clouds
561,Jamalpur,BD,24.9167,89.9333,78.64,95,100,11.83,overcast clouds
562,North Bend,US,43.4065,-124.2243,67.86,88,1,20.71,clear sky
563,Kushiro,JP,42.975,144.3747,74.35,88,40,2.3,scattered clouds
564,Envira,BR,-7.3,-70.2167,78.67,43,52,1.99,broken clouds
565,Malakal,SS,9.5334,31.6605,70.18,93,98,3.22,overcast clouds
566,Eenhana,NA,-17.4667,16.3333,62.35,31,23,8.59,few clouds
567,San Jose,US,37.3394,-121.895,102.11,47,20,10.36,few clouds
568,Bajil,YE,15.0584,43.2851,87.37,61,100,5.53,overcast clouds
569,Hokitika,NZ,-42.7167,170.9667,53.92,79,100,3.4,overcast clouds
570,Sturgeon Falls,CA,46.3646,-79.9326,71.1,36,7,8.52,clear sky
571,Boudry,CH,46.9499,6.8376,69.39,88,75,4.61,broken clouds
572,Chitose,JP,42.8194,141.6522,78.66,94,75,4.61,broken clouds
573,Nandikotkur,IN,15.8667,78.2667,78.19,70,99,15.61,overcast clouds
574,Chicama,PE,-7.8447,-79.1469,63.14,68,45,9.22,scattered clouds
575,Vanimo,PG,-2.6741,141.3028,78.4,84,42,3.4,scattered clouds
576,Brainerd,US,46.358,-94.2008,79.09,47,90,9.22,haze
577,Roura,GF,4.7263,-52.3274,82.96,78,20,3.44,few clouds
578,Skjervoy,NO,70.0311,20.9714,47.7,93,100,7.23,overcast clouds
579,Khorramshahr,IR,30.4397,48.1664,89.56,51,0,4.61,clear sky
580,Kyra,RU,49.5776,111.9753,55.18,92,100,7.78,overcast clouds
581,Palana,RU,59.1167,159.9667,48.02,68,53,9.06,broken clouds
582,San Cristobal,VE,7.7669,-72.225,84.38,85,50,5.55,scattered clouds
583,Northam,GB,51.0333,-4.2167,61.66,93,62,7.7,broken clouds
584,Monteria,CO,8.748,-75.8814,84.02,78,72,4.12,broken clouds
585,Kamenka,RU,51.3223,42.7678,66.87,93,79,7.38,broken clouds
586,Papara,BR,-3.9839,-38.7273,79.2,81,100,5.19,overcast clouds
587,Sivas,TR,39.7916,37.0019,57.83,88,0,8.05,clear sky
588,Pemberton,CA,50.3164,-122.8027,100.09,16,0,3.69,clear sky
589,Langarud,IR,37.197,50.1535,71.1,93,100,4.07,overcast clouds
590,Mae Sai,TH,20.4335,99.8762,76.44,99,98,1.41,overcast clouds
591,Kraksaan,ID,-7.7585,113.3962,76.53,80,8,7.99,clear sky
592,Talavera,PH,15.6167,120.9333,75.99,96,96,3.44,overcast clouds
593,Posse,BR,-14.0931,-46.3694,72.45,28,6,4.92,clear sky
594,Okhotsk,RU,59.3833,143.3,58.68,56,89,3.09,overcast clouds
595,Abu Samrah,SY,35.3029,37.1841,79.56,49,0,8.72,clear sky
596,Sutysky,UA,49.0425,28.4173,63.59,76,1,5.08,clear sky
597,Smithers,CA,54.7804,-127.1743,84.52,34,40,3.44,scattered clouds
598,Kiruna,SE,67.8557,20.2251,52.72,82,90,3.44,overcast clouds
599,Bemidji,US,47.4736,-94.8803,85.14,47,1,13.8,haze
600,Harrisburg,US,40.2737,-76.8844,84.49,45,20,8.01,few clouds
601,Belgrade,RS,44.804,20.4651,80.26,54,0,4.61,clear sky
602,Choix,MX,26.7092,-108.3219,96.96,32,29,6.4,scattered clouds
603,Swan Hill,AU,-35.3378,143.5544,50.0,61,41,7.0,scattered clouds
604,Manavalakurichi,IN,8.1333,77.3,80.69,84,1,14.83,clear sky
605,Pevek,RU,69.7008,170.3133,32.85,90,100,13.71,overcast clouds
606,Parabel,RU,58.6978,81.4825,50.83,89,82,6.64,broken clouds
607,Mazamet,FR,43.49,2.373,69.08,98,40,3.44,scattered clouds
608,Kousseri,CM,12.0769,15.0306,82.36,78,33,8.05,scattered clouds
609,Balabac,PH,7.9868,117.0645,82.35,79,73,10.6,broken clouds
610,Jasper,US,37.2001,-94.3502,96.84,45,20,3.0,few clouds
611,Cap Malheureux,MU,-19.9842,57.6142,70.29,70,68,5.01,broken clouds
612,Yulara,AU,-25.2406,130.9889,48.04,71,1,1.14,clear sky
613,San Francisco,US,37.7749,-122.4194,98.8,71,20,5.99,few clouds
614,Whitecourt,CA,54.1502,-115.6855,79.84,41,90,9.22,overcast clouds
615,Ahipara,NZ,-35.1667,173.1667,58.15,89,100,16.58,moderate rain
616,Turukhansk,RU,65.8167,87.9833,54.9,90,98,7.9,overcast clouds
617,Den Helder,NL,52.9599,4.7593,62.58,91,75,17.0,drizzle
618,Marystown,CA,47.1666,-55.1483,62.85,100,100,3.0,overcast clouds
619,Constitucion,CL,-35.3333,-72.4167,53.4,84,60,12.91,broken clouds
620,Green Valley,US,31.8543,-110.9937,96.82,58,84,3.0,broken clouds
621,Begichevskiy,RU,53.7961,38.255,62.83,92,0,8.19,clear sky
622,Vila Do Maio,CV,15.1333,-23.2167,77.79,83,30,10.36,scattered clouds
623,Sinaloa,MX,25.0,-107.5,97.11,51,1,4.0,clear sky
624,Escanaba,US,45.7453,-87.0646,73.26,65,1,10.36,clear sky
625,Koumac,NC,-20.5667,164.2833,70.34,53,0,20.02,clear sky
626,Segou,ML,13.4317,-6.2157,81.43,73,25,5.17,scattered clouds
627,Ilo,PE,-17.6394,-71.3375,59.5,81,87,0.65,overcast clouds
628,Matara,LK,5.9485,80.5353,78.26,87,58,12.1,broken clouds
629,Biak,ID,-0.9131,122.8766,74.86,86,73,5.44,broken clouds
630,Caxito,AO,-8.5785,13.6643,72.25,91,0,1.34,clear sky
631,Paracatu,BR,-17.2222,-46.8747,67.19,25,32,2.37,scattered clouds
632,Sirjan,IR,29.452,55.6814,80.38,31,13,5.21,few clouds
633,Lebanon,US,36.2081,-86.2911,93.58,58,40,11.5,scattered clouds
634,Cam Ranh,VN,11.9214,109.1591,84.16,65,20,9.22,few clouds
635,Loano,IT,44.133,8.2513,78.44,79,36,3.0,scattered clouds
636,Ust-Nera,RU,64.5667,143.2,55.11,53,27,1.39,scattered clouds
637,Darhan,MN,49.4867,105.9228,52.97,92,35,1.16,scattered clouds
638,Qaqortoq,GL,60.7167,-46.0333,61.3,83,100,0.2,overcast clouds
639,Benguela,AO,-12.5763,13.4055,70.11,88,3,2.59,clear sky
640,Kaman,IN,27.65,77.2667,80.01,91,100,2.06,moderate rain
641,Tezu,IN,27.9167,96.1667,76.69,83,97,1.72,overcast clouds
642,Paramonga,PE,-10.6667,-77.8333,65.23,80,24,12.59,few clouds
643,Krasnoarmeysk,RU,51.0239,45.6969,72.28,63,86,8.61,overcast clouds
644,Pucallpa,PE,-8.3791,-74.5539,77.04,44,20,6.91,few clouds
645,Alyangula,AU,-13.8483,136.4192,66.07,100,40,0.0,scattered clouds
646,Ridgecrest,US,35.6225,-117.6709,103.3,20,75,1.99,broken clouds
647,Tafresh,IR,34.692,50.013,71.42,41,51,7.0,broken clouds
648,Grand Gaube,MU,-20.0064,57.6608,70.2,70,69,4.0,broken clouds
649,Umm Lajj,SA,25.0213,37.2685,85.35,53,62,3.53,broken clouds
650,Karachi,PK,24.9056,67.0822,82.22,83,75,18.41,smoke
651,Mae Sot,TH,16.7167,98.5667,73.45,98,100,4.23,overcast clouds
652,Anadyr,RU,64.75,177.4833,45.1,70,75,13.0,broken clouds
653,Nordby,DK,55.446,8.3979,62.94,85,75,3.0,broken clouds
654,Altamira,BR,-3.2033,-52.2064,76.87,82,77,1.99,broken clouds
655,Neiafu,TO,-18.65,-173.9833,81.28,78,75,11.5,light rain
656,Varnamo,SE,57.186,14.04,61.75,88,39,9.1,scattered clouds
657,Maarianhamina,AX,60.0973,19.9348,51.66,100,0,1.14,clear sky
658,Griffith,US,41.5284,-87.4237,73.29,67,1,1.99,clear sky
659,Praia Da Vitoria,PT,38.7333,-27.0667,73.76,83,40,7.58,scattered clouds
660,Ojinaga,MX,29.5667,-104.4167,98.56,26,1,4.61,clear sky
661,Salina,US,38.8403,-97.6114,100.53,37,20,5.99,few clouds
662,Atocha,BO,-20.9333,-66.2333,45.1,28,100,17.6,overcast clouds
663,Litovko,RU,49.2361,135.1742,65.1,66,99,13.73,overcast clouds
664,Snasa,NO,64.2457,12.3778,52.59,86,100,4.14,overcast clouds
665,Enshi,CN,30.3,109.4833,70.81,91,6,1.61,clear sky
666,Payyannur,IN,12.1,75.2,76.8,89,100,5.57,overcast clouds
667,Chapais,CA,49.7834,-74.8492,49.78,82,100,10.49,overcast clouds
668,Gandorhun,SL,7.5,-11.8333,73.31,96,93,2.77,light rain
669,Porto Velho,BR,-8.7619,-63.9039,78.85,41,0,2.3,clear sky
670,Rio Grande,BR,-32.035,-52.0986,48.94,68,0,7.85,clear sky
671,Malanje,AO,-9.5402,16.341,68.86,28,0,3.69,clear sky
672,Bonavista,CA,48.6499,-53.1147,65.12,67,100,12.08,overcast clouds
673,Qasigiannguit,GL,68.8193,-51.1922,57.45,63,59,2.93,broken clouds
674,Lima,PE,-12.0432,-77.0282,63.9,80,90,9.22,overcast clouds
675,Redlands,US,34.0556,-117.1825,103.15,26,40,1.01,scattered clouds
676,Turan,VN,16.0678,108.2208,87.85,62,20,0.0,few clouds
677,Ransang,PH,8.9603,117.5828,80.64,84,90,8.61,overcast clouds
678,Khasan,RU,42.4308,130.6434,77.7,91,96,10.74,overcast clouds
679,Vuyyuru,IN,16.3667,80.85,82.49,71,100,9.89,overcast clouds
680,Haines Junction,CA,60.7522,-137.5108,73.35,33,0,6.91,clear sky
681,Sommerda,DE,51.15,11.1,69.01,73,3,10.02,clear sky
682,High Rock,BS,26.6208,-78.2833,87.82,67,3,10.16,clear sky
683,Camana,PE,-16.6228,-72.7111,61.03,81,80,4.65,broken clouds
684,Pathein,MM,16.7833,94.7333,78.55,89,98,8.3,overcast clouds
685,Aksu,CN,41.1231,80.2644,77.79,31,98,6.29,overcast clouds
686,Banepa,NP,27.6298,85.5214,68.32,100,75,2.3,broken clouds
687,Tessalit,ML,20.1986,1.0114,91.54,31,36,4.45,scattered clouds
688,Ponsacco,IT,43.6238,10.6291,78.94,79,0,4.0,clear sky
689,Atambua,ID,-9.1061,124.8925,68.94,83,64,4.16,broken clouds
690,Kostrzyn,PL,52.3985,17.2281,67.68,61,6,3.78,clear sky
691,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,64.13,17,40,4.52,scattered clouds
692,Emba,KZ,48.8264,58.1442,77.85,24,6,7.25,clear sky
693,Qom,IR,34.6401,50.8764,88.83,26,82,21.74,broken clouds
694,Madras,IN,13.0878,80.2785,85.98,62,20,9.22,haze
